[2021-03-04 10:24:19:412] : DATE,TimeDate, Serial No, Start Tme, End Time, R0,R1,OS0,V0,L0,ETC0,D0,C0,Write Result, Varify Result, ICT Result, Resul
[2021-03-04 11:16:58:374] : 20210304,,111641,111658,open_OK,short_NG,

[2021-03-04 13:34:34:054] : 20210304,,133408,133434,open_OK,short_OK,R57(4.7K)(4.61K),R65(4.7K)(4.69K),R67(4.7K)(4.75K),R48(4.7K)(4.70K),R48(4.7K)(4.71K),R70(4.7K)(4.80K),R71(4.7K)(4.79K),R66(4.7K)(4.78K),R68(4.7K)(4.78K),R72(4.7K)(4.77K),R73(4.7K)(4.75K),R75(0)(0.07K),R76(0)(0.07K),R5(0)(0.07K),R6(0)(0.07K),D13(0.16V),D12(0.73V),C38(4.7uF)(4.423uF),C37(4.7uF)(4.413uF),C19(4.7uF)(4.420uF),C20(4.7uF)(4.410uF),C21(4.7uF)(4.399uF),C22(4.7uF)(4.407uF),VDD(90uF)(91.100uF),C34(4.7uF)(3.816uF),C29(1uF)(0.933uF),C30(1uF)(0.915uF),C27(1uF)(0.924uF),C28(1uF)(0.915uF),

[2021-03-04 13:35:30:058] : 20210304,,133504,133530,open_OK,short_OK,R57(4.7K)(4.64K),R65(4.7K)(4.47K),R67(4.7K)(4.71K),R48(4.7K)(4.69K),R48(4.7K)(4.60K),R70(4.7K)(4.76K),R71(4.7K)(4.74K),R66(4.7K)(4.80K),R68(4.7K)(4.78K),R72(4.7K)(4.75K),R73(4.7K)(4.78K),R75(0)(0.07K),R76(0)(0.07K),R5(0)(0.07K),R6(0)(0.07K),D13(0.15V),D12(0.73V),C38(4.7uF)(4.660uF),C37(4.7uF)(4.422uF),C19(4.7uF)(4.348uF),C20(4.7uF)(4.438uF),C21(4.7uF)(4.372uF),C22(4.7uF)(4.389uF),VDD(90uF)(92.900uF),C34(4.7uF)(4.206uF),C29(1uF)(0.004uF),C29(1uF)(0.004uF),C30(1uF)(0.007uF),C30(1uF)(0.007uF),C27(1uF)(0.929uF),C28(1uF)(0.929uF),

[2021-03-04 13:36:41:910] : 20210304,,133615,133641,open_OK,short_OK,R57(4.7K)(4.74K),R65(4.7K)(4.71K),R67(4.7K)(4.67K),R48(4.7K)(4.66K),R48(4.7K)(4.71K),R70(4.7K)(4.80K),R71(4.7K)(4.78K),R66(4.7K)(4.76K),R68(4.7K)(4.77K),R72(4.7K)(4.78K),R73(4.7K)(4.78K),R75(0)(0.07K),R76(0)(0.07K),R5(0)(0.07K),R6(0)(0.07K),D13(0.15V),D12(0.73V),C38(4.7uF)(4.419uF),C37(4.7uF)(4.445uF),C19(4.7uF)(4.425uF),C20(4.7uF)(4.424uF),C21(4.7uF)(4.431uF),C22(4.7uF)(4.410uF),VDD(90uF)(91.100uF),C34(4.7uF)(3.939uF),C29(1uF)(0.010uF),C29(1uF)(0.010uF),C30(1uF)(0.968uF),C27(1uF)(0.913uF),C28(1uF)(0.914uF),

[2021-03-04 13:39:34:317] : 20210304,,133908,133934,open_NG,short_OK,R57(4.7K)(4.64K),R65(4.7K)(4.55K),R67(4.7K)(4.67K),R48(4.7K)(4.75K),R48(4.7K)(4.71K),R70(4.7K)(4.79K),R71(4.7K)(4.79K),R66(4.7K)(4.76K),R68(4.7K)(4.80K),R72(4.7K)(4.80K),R73(4.7K)(4.78K),R75(0)(0.07K),R76(0)(0.07K),R5(0)(0.07K),R6(0)(0.07K),open_OK,short_OK,R57(4.7K)(4.63K),R65(4.7K)(4.69K),R67(4.7K)(4.73K),R48(4.7K)(4.62K),R48(4.7K)(4.43K),R70(4.7K)(4.75K),R71(4.7K)(4.79K),R66(4.7K)(4.76K),R68(4.7K)(4.78K),R72(4.7K)(4.80K),R73(4.7K)(4.81K),R75(0)(0.07K),R76(0)(0.07K),R5(0)(0.07K),R6(0)(0.07K),D13(0.15V),D12(0.73V),C38(4.7uF)(4.697uF),C37(4.7uF)(4.431uF),C19(4.7uF)(4.448uF),C20(4.7uF)(4.438uF),C21(4.7uF)(4.399uF),C22(4.7uF)(4.426uF),VDD(90uF)(93.900uF),C34(4.7uF)(4.007uF),C29(1uF)(0.004uF),C29(1uF)(0.004uF),C30(1uF)(0.909uF),C27(1uF)(0.926uF),C28(1uF)(0.971uF),

